Name,Sips Url,Cocktails,Wine,Beer,Half-Priced Appetizers,RW Url,Details,Deals Offered,Deal Website,Open Table Link,Address,Latitude,Longitude,Website,Categories,Price,Review Count,Photo,Sips Participant,Restaurant Week Participant,Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options,Many Vegetarian Options,Accepts Credit Cards,Accepts Android Pay,Accepts Apple Pay,Accepts Cryptocurrency,Outdoor Seating,Trendy,Classy,Moderate Noise,Casual Dress,Offers Catering,Good for Dinner,Street Parking,Validated Parking,Free Wi-Fi,Happy Hour Specials,Full Bar,TV,Gender-neutral restrooms,Good For Kids,Bike Parking,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Casual,Good for Lunch,Dinner,Waiter Service,Best nights on Thursday,Best nights on Friday,Best nights on Saturday,Pool Table,Wi-Fi,Dogs Allowed,Wheelchair Accessible,Heated Outdoor Seating,Private Dining,Happy Hour,Smoking,Covered Outdoor Seating,Reservations,Quiet,Valet Parking,Good For Dancing,Good For Working,Dogs Not Allowed,Takeout,Delivery,Limited Vegetarian Options,Good for Brunch,Garage Parking,Loud,Late Night,Plastic-free packaging,Provides reusable tableware,Walk-ins Welcome,Intimate,Romantic,Upscale,Private Lot Parking,Smoking Outside Only,Offers Military Discount,Open to All,Pescatarian Options,Best nights on Wednesday,Dressy,Keto Options,Drive-Thru,Not Wheelchair Accessible,Good for Breakfast,Lunch,Beer and Wine Only,Best nights on Monday,Best nights on Tuesday,Good For Groups,Good for Late Night,Best nights on Sunday,Dessert,Live Music,Hipster,Alcohol,Women-owned,Yelp Rating,Restaurant Week Score,Popularity Score,Good for Groups,Compostable containers available,Brunch,Bring your own container allowed,Touristy,Latinx-owned,Asian-owned,Divey,Smoking Allowed,Vegetarian Options,Black-owned,DJ,Background Music,Soy-Free Options,Dairy-Free Options,Juke Box,EV charging station available,Gluten-Free Options,Karaoke,Good for Working,Virtual restaurant,Online ordering-only,LGBTQ-owned,All Ages,Very Loud,Paid Wi-Fi,Veteran-owned,By Appointment Only,Good for Dessert
Barstool Sansom Street,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#barstool-sansom-street,"Barstool Margarita (with Hornitos)
Watermelon Margarita (with Hornitos & Watermelon Red Bull)
Tropical Tequila (with Hornitos and Tropical Red Bull)",Pinot Grigio,Victory Brothery Love,"$6 Fries 
$6 Cheesesteak Egg Rolls 
$6 Mozzarella Sticks",,,,,,"1213 Sansom St, Philadelphia, PA 19102",39.9497592244898,-75.16066740816326,http://barstoolsansomstreet.com,"['Sports Bars', 'Chicken Wings', 'Cocktail Bars']",,49.0,https://centercityphila.org/uploads/attachments/cliqfaygi7jprjnqddhi1ctuc-barstool-interior.310.1.594.594.full.png,Y,N,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,4:00 PM - 2:00 AM (Next day),4:00 PM - 2:00 AM (Next day),4:00 PM - 2:00 AM (Next day),4:00 PM - 2:00 AM (Next day),4:00 PM - 2:00 AM (Next day),11:00 AM - 2:00 PM,11:00 AM - 2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talula's Garden,,,,,,,,,,,"210 W Washington Sq, Philadelphia, PA 19106",39.9473272217862,-75.1535421779099,http://www.talulasgarden.com,['American (New)'],$$$,2208.0,,,,True,,,True,True,True,False,False,False,True,,,True,,False,True,True,,,,True,True,True,True,True,['Washington Square West'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,4:00 PM - 10:00 PM,10:00 AM - 2:00 PM,,,,True,,,,,True,,True,True,True,True,,True,,,,,,False,True,True,,,,,,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,4.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zahav,,,,,,,,,,,"237 St James Pl, Philadelphia, PA 19106",39.9462611465167,-75.1451350778608,http://www.zahavrestaurant.com,['Middle Eastern'],$$$$,3380.0,,,,True,,,True,True,True,True,False,,True,True,,True,True,False,True,True,,,,True,True,True,True,True,['Society Hill'],Closed,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,Closed,,,,,,,,,True,,,True,,True,,True,,,,,,False,True,True,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,4.6,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suraya,,,,,,,,,,,"1528 Frankford Ave, Philadelphia, PA 19125",39.9736865005167,-75.1339557766914,http://surayaphilly.com,"['Lebanese', 'Specialty Food', 'Coffee & Tea']",$$$,1423.0,,,,True,,True,True,,True,False,False,False,True,True,True,True,True,False,,True,,True,,True,True,,True,True,['Fishtown'],5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,11:00 AM - 2:00 PM,11:00 AM - 2:00 PM,11:00 AM - 2:00 PM,9:00 AM - 2:00 PM,9:00 AM - 2:00 PM,True,,True,True,,,,,,,True,,,True,,,,,,,True,False,,True,,,,,,,True,,True,True,,True,,,,,,,,True,,True,True,,,,,,,True,,True,,,4.5,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Vernick Food & Drink,,,,,,,,,,,"2031 Walnut St, Philadelphia, PA 19103",39.950901,-75.17485,http://www.vernickphilly.com,"['American (New)', 'Beer, Wine & Spirits']",$$$$,1088.0,,,,True,,True,True,True,True,,False,,True,,True,True,,False,True,True,,,,True,True,True,True,True,"['Rittenhouse Square', 'Penn Center']",Closed,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,Closed,,,,,,,,,True,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Love,,,,,,,,,,,"130 S 18th St, Philadelphia, PA 19103",39.95077,-75.17085,https://www.theloverestaurant.com,"['American (New)', 'Breakfast & Brunch', 'Burgers']",$$$,936.0,,,,True,,,True,True,True,False,False,False,True,True,True,True,,False,,True,,,,True,True,True,True,True,"['Rittenhouse Square', 'Penn Center']",11:30 AM - 2:00 PM,11:30 AM - 2:00 PM,11:30 AM - 2:00 PM,11:30 AM - 2:00 PM,11:30 AM - 2:00 PM,10:00 AM - 2:00 PM,10:00 AM - 2:00 PM,,,True,True,,,,,True,,,True,True,True,,True,,,,,,False,True,True,,True,,,,,True,,True,True,,,,,,,,,,True,,,True,,,,,,,True,,,,,4.3,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
South,,,,,,,,,,,"600 N Broad St, Philadelphia, PA 19130",39.96422,-75.16185,https://southjazzkitchen.com,"['Southern', 'Jazz & Blues', 'Bars']",$$$,663.0,,,,True,True,,True,,True,,False,,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,"['Avenue of the Arts North', 'Fairmount']",Closed,Closed,Closed,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,4:00 PM - 9:00 PM,,,,True,True,,True,True,,,,,,,True,,,,True,True,,False,,,,,,,,,True,,True,True,,True,,,,,,,,,,,,,,,,,True,True,True,,,,4.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parc,,,,,,,,,,,"227 S 18th St, Philadelphia, PA 19103",39.9491724,-75.1707273,http://www.parc-restaurant.com,"['French', 'Wine Bars', 'Breakfast & Brunch']",$$$,3177.0,,,,True,True,True,True,,True,False,False,False,True,,True,True,True,False,,True,,,,True,True,,True,True,['Rittenhouse Square'],8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 10:00 PM,,,True,True,,,,,True,True,True,True,True,True,True,True,,,,,,,,,True,True,,,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,4.2,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butcher and Singer,,,,,,,,,,,"1500 Walnut St, Philadelphia, PA 19102",39.94964572149611,-75.16630987975802,http://www.butcherandsinger.com,"['American (Traditional)', 'Steakhouses']",$$$$,1435.0,,,,True,True,True,,,True,,False,,True,,True,True,,False,True,True,,,,True,True,,True,True,"['Penn Center', 'Rittenhouse Square']",5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,5:00 PM - 10:00 PM,,,,True,,,,,True,,True,True,,True,,True,,,,,,False,,,True,,,,,,,,,,True,,,,,,,True,True,,,,,,,,,,,,,,,,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barcelona Wine Bar Passyunk,,,,,,,,,,,"1709 E Passyunk Ave, Philadelphia, PA 19148",39.9281,-75.16527,http://www.barcelonawinebar.com,"['Tapas/Small Plates', 'Spanish', 'Wine Bars']",$$$,762.0,,,,True,True,True,True,,True,False,False,,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,['East Passyunk Crossing'],4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 12:00 AM (Next day),11:00 AM - 12:00 AM (Next day),11:00 AM - 9:00 PM,True,,,True,,True,True,,,,True,True,True,,True,True,,,,True,True,False,,,,,,,True,,True,True,,,,True,,,,True,,,,True,,,,,,,,,True,,,,,,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilder,,,,,,,,,,,"2009 Sansom St, Philadelphia, PA 19103",39.95147,-75.17402,https://www.wilderphilly.com,"['Pizza', 'American (New)', 'Seafood']",,228.0,,,,True,True,True,,True,True,,,,True,True,True,,,,True,True,,,,True,,,,,"['Rittenhouse Square', 'Penn Center']",11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 9:00 PM,True,,,True,,,,,,,True,,True,,,True,,,,,,False,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,True,,,,,4.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laser Wolf,,,,,,,,,,,"1301 N Howard St, Philadelphia, PA 19122",39.97049,-75.13662,http://laserwolfphilly.com,['Middle Eastern'],$$$$,373.0,,,,True,,True,True,True,True,,,,True,True,True,,True,,True,True,,,,True,True,,,True,[],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,True,,,True,,,,,True,,True,True,True,,,True,,,,,,False,,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,True,,True,,,4.5,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wm Mulherin's Sons,,,,,,,,,,,"1355 N Front St, Philadelphia, PA 19122",39.9717102050781,-75.1350631713867,http://www.wmmulherinssons.com,"['Pizza', 'Tapas/Small Plates', 'Cocktail Bars']",$$$,710.0,,,,True,True,True,True,True,True,False,False,False,True,,,True,True,False,True,,,True,,True,True,True,True,True,['Fishtown'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,10:30 AM - 2:00 PM,10:30 AM - 2:00 PM,,,,True,True,True,True,True,,,True,,,True,True,,,,,True,,False,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bud & Marilyn's,,,,,,,,,,,"1234 Locust St, Philadelphia, PA 19107",39.94780074358016,-75.162293,http://budandmarilyns.com/,"['American (Traditional)', 'Bars', 'Breakfast & Brunch']",$$,1448.0,,,,True,True,True,True,,True,False,False,,True,True,,True,,False,,True,,,True,True,True,True,True,True,['Washington Square West'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,True,,True,True,,True,True,True,True,,,,,,True,,,,,True,,False,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,4.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terakawa Ramen,,,,,,,,,,,"204 N 9th St, Philadelphia, PA 19107",39.9553986,-75.15448,http://www.terakawaramen.com,['Ramen'],$$,1922.0,,,,,True,True,True,,True,False,False,,True,,,True,,False,,True,,,,,True,True,True,True,['Chinatown'],Closed,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 10:00 PM,True,True,True,,,,,,True,,,,,True,,,True,,,,,False,,,True,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,4.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reading Terminal Market,,,,,,,,,,,"51 N 12th St, Philadelphia, PA 19107",39.953341464505,-75.1588545174235,http://www.readingterminalmarket.org/,"['Food Court', 'Public Markets']",$$,6694.0,,,,,True,,True,True,True,True,True,,,,True,True,,False,,True,True,True,,,True,,True,True,['Market East'],8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,,,,,,,,,,,,,,,,,True,,,,,False,,,,,True,,,,,,,,,True,,,,,,,,,,True,True,True,,,,,,,,,,,4.6,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,
Morimoto,,,,,,,,,,,"723 Chestnut St, Philadelphia, PA 19106",39.9496652298936,-75.1532727008282,http://www.morimotorestaurant.com,"['Japanese', 'Sushi Bars']",$$$$,2092.0,,,,True,True,True,True,,True,False,False,,True,True,,True,,False,True,True,,,,True,True,True,True,True,[],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,5:00 PM - 10:00 PM,,,,True,,,,,True,,True,True,True,True,,True,,,,,,False,,,True,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,4.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizzeria Beddia,,,,,,,,,,,"1313 North Lee St, Philadelphia, PA 19122",39.970799,-75.1349894329906,http://www.pizzeriabeddia.com/,"['Pizza', 'Bars']",$$,714.0,,,,True,True,True,True,True,True,False,False,False,True,,,True,,False,True,True,,True,,True,True,,True,True,['Fishtown'],5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 9:00 PM,True,,,True,True,,True,True,,,True,True,True,True,True,True,,,,True,,False,,,,,,,,True,True,,,,,,,,True,,,,,True,,,,,True,,,,,,,,,,4.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bar Hygge,,,,,,,,,,,"1720 Fairmount Ave, Philadelphia, PA 19130",39.9671254923543,-75.1661240918427,http://www.barhygge.com,"['Comfort Food', 'Breakfast & Brunch', 'Brewpubs']",$$,476.0,,,,True,True,True,True,True,True,,False,False,True,True,True,True,,False,,True,,True,True,True,True,True,True,True,"['Francisville', 'Fairmount']",Closed,4:00 PM - 11:30 PM,4:00 PM - 11:30 PM,4:00 PM - 11:30 PM,4:00 PM - 12:30 AM (Next day),10:00 AM - 12:30 AM (Next day),10:00 AM - 12:00 AM (Next day),True,,True,True,,,,,,,True,,,,,,,,,,True,False,,,,True,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vedge,,,,,,,,,,,"1221 Locust St, Philadelphia, PA 19107",39.9479310476302,-75.1614279836694,http://www.vedgerestaurant.com,"['Vegan', 'Vegetarian']",$$$,1584.0,,,,True,True,True,True,True,True,False,False,False,True,,True,True,,False,True,True,,,True,True,True,True,True,True,['Washington Square West'],Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,Closed,,,,,,,,,True,,,,,,,,,,,,,False,,,,,True,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,4.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Was a Sinner,,,,,,,,,,,"131 S 13th St, Philadelphia, PA 19107",39.9495086669922,-75.1617736816406,http://charliewasasinner.com,"['Cocktail Bars', 'Tapas/Small Plates']",$$,1188.0,,,,True,True,True,True,True,True,False,False,,True,True,True,True,True,False,True,True,,True,True,True,True,True,True,True,[],4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 2:00 AM (Next day),4:00 PM - 2:00 AM (Next day),4:00 PM - 11:00 PM,,,,True,,True,True,True,,,True,True,True,,True,True,,,,True,,False,,,,,,,True,True,True,True,,,,,,,,True,True,,,True,,,,,,,True,,,,,,,,4.2,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,
Spice Finch,,,,,,,,,,,"220 S 17th St, Philadelphia, PA 19103",39.9493776356439,-75.1695409789681,https://www.spicefinchphilly.com,['Mediterranean'],$$,427.0,,,,True,True,True,True,True,True,,False,,True,,True,True,,True,,True,,True,True,True,True,,True,True,['Rittenhouse Square'],4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,5:00 PM - 9:00 PM,4:00 PM - 10:00 PM,11:00 AM - 3:00 PM,11:00 AM - 3:00 PM,True,,True,True,,,,,,,True,True,True,,,True,,,,,,False,,,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,4.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barclay Prime,,,,,,,,,,,"237 S 18th St, Philadelphia, PA 19103",39.9487096,-75.1708743,http://barclayprime.com,['Steakhouses'],$$$$,891.0,,,,True,True,True,,True,True,False,False,,True,,True,True,,False,True,,,,,True,True,True,True,True,['Rittenhouse Square'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,5:00 PM - 10:00 PM,,,,True,,,,,True,,True,,,True,,,,,,,,False,,,,,,,,,,,,,True,,,,,True,,True,True,,,,,,,,,,,,,,,,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vetri Cucina,,,,,,,,,,,"1312 Spruce St, Philadelphia, PA 19107",39.94659,-75.16319,https://vetricucina.com,['Italian'],$$$$,542.0,,,,True,,True,,True,True,,False,,True,,True,True,,False,True,True,,,,True,True,,True,True,"['Avenue of the Arts South', 'Washington Square West']",6:00 PM - 9:30 PM,6:00 PM - 8:00 PM,6:00 PM - 9:30 PM,6:00 PM - 9:30 PM,11:30 AM - 9:30 PM,6:00 PM - 9:00 PM,5:00 PM - 9:00 PM,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,,,True,,True,,,,,,,,,True,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Victor Cafe,,,,,,,,,,,"1303 Dickinson St, Philadelphia, PA 19147",39.931653,-75.166327,https://victorcafe.com,"['Italian', 'Wine Bars']",$$,522.0,,,,True,,,True,True,True,False,False,False,True,,,True,,False,True,True,,,,True,True,True,True,True,"['Newbold', 'Passyunk Square']",5:00 PM - 9:00 PM,Closed,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 8:00 PM,,,,,True,True,True,,True,,,True,,,,,,,True,True,,False,True,True,,,,,,,,,,True,,,,,,,,True,,,False,,,,,,,,,,True,,,,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steak 48,,,,,,,,,,,"260 S Broad St, Philadelphia, PA 19102",39.947286,-75.165197,https://www.steak48.com/steakhouses/philadelphia/,"['Steakhouses', 'Seafood', 'American (New)']",$$$$,259.0,,,,True,,,,,True,,,,True,True,True,True,,False,True,,,True,,True,True,True,,,"['Avenue of the Arts South', 'Rittenhouse Square']",5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 9:30 PM,,,,True,,,,,,,True,,,True,,,,,True,,,False,True,True,,,True,,,,True,,True,True,True,,,,True,,,True,True,,,,,,,,,,,True,,,,,4.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Lucy's Smokehouse,,,,,,,,,,,"7500 State Rd, Philadelphia, PA 19136",40.029103,-75.0272619,http://www.sweetlucys.com,['Barbeque'],$$,888.0,,,,True,True,True,,True,True,False,False,False,True,,,True,,True,,True,,True,True,True,True,,True,True,['Mayfair'],11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 8:00 PM,True,True,True,True,,,,,,,True,True,True,,,True,,,,,,False,,,,,,,,,,,,,,True,,,True,True,,,,True,,,,,,,,,,,,,,True,4.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nan Zhou Hand Drawn Noodle House,,,,,,,,,,,"1022 Race St, Philadelphia, PA 19107",39.9554005670665,-75.1569010985796,http://nanzhounoodlehouse.com,"['Chinese', 'Noodles']",$$,2356.0,,,,,True,True,True,True,False,False,False,False,True,,,True,,False,,True,,,,,True,,True,True,['Chinatown'],11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:00 PM,True,True,True,,,,,,True,,,True,,True,,,True,,,,,False,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,4.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Corn,,,,,,,,,,,"940 S 9th St, Philadelphia, PA 19147",39.9377652565908,-75.1583243076078,http://bluecornmexphilly.com,"['Cocktail Bars', 'Mexican']",$$,406.0,,,,True,True,True,,True,False,False,False,,True,,,True,True,True,,True,,True,True,True,True,True,True,True,"['Italian Market', 'Bella Vista']",11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 9:00 PM,True,True,True,True,True,True,True,True,,,True,,,,True,,,,,True,,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
Middle Child Clubhouse,,,,,,,,,,,"1232 N Front St, Philadelphia, PA 19122",39.96997803501411,-75.13599882054913,https://middlechildphilly.com/clubhouse/visit/,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",$$,143.0,,,,True,True,True,True,,,,,,,True,,,True,,True,True,,True,,True,True,True,,,[],Closed,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 12:00 AM (Next day),8:00 AM - 12:00 AM (Next day),8:00 AM - 10:00 PM,True,,,True,,,,True,,,,True,True,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dim Sum Garden,,,,,,,,,,,"1020 Race St, Philadelphia, PA 19107",39.955399,-75.156727,http://www.dimsumgardenphilly.com,"['Dim Sum', 'Asian Fusion', 'Shanghainese']",$$,2931.0,,,,,True,True,True,True,False,False,False,,True,,,True,,True,,True,,,,,True,True,True,True,['Chinatown'],11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,True,True,True,True,,,,,True,,True,,,True,,,True,,,,,False,,,,,,,,,True,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,3.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Farmer Philadelphia,,,,,,,,,,,"1850 Benjamin Franklin Pkwy, Philadelphia, PA 19103",39.957207,-75.1699827,https://www.urbanfarmersteakhouse.com,"['American (Traditional)', 'Steakhouses']",$$$,736.0,,,,True,True,True,True,True,True,,False,,True,True,True,True,True,False,,,,True,True,True,True,,True,True,"['Logan Square', 'Penn Center', 'Art Museum District']",7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,,,True,True,,,,,,,,,True,,,,,,,,,False,,,,True,,,,,True,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,4.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday Saturday Sunday,,,,,,,,,,,"261 S 21st St, Philadelphia, PA 19103",39.948917388916,-75.1759185791016,http://www.fridaysaturdaysunday.com,"['American (New)', 'Salad', 'Seafood']",$$$$,354.0,,,,True,True,True,,,True,,,,True,,True,True,,False,True,True,,,,True,True,True,True,True,['Rittenhouse Square'],Closed,Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,,,,True,,,,,True,,,True,,,,True,,,,,,False,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Dan,,,,,,,,,,,"126 S 16th St, Philadelphia, PA 19102",39.9502487182617,-75.167594909668,http://dandanrestaurant.com,"['Szechuan', 'Taiwanese', 'Noodles']",$$,983.0,,,,True,True,True,True,True,True,True,False,False,True,True,,True,,True,,True,True,,True,True,True,True,True,True,"['Penn Center', 'Rittenhouse Square']",11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:30 PM,11:30 AM - 10:30 PM,11:30 AM - 10:00 PM,True,True,True,True,,,,,True,,True,True,True,,,True,,,,,,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpen Rose,,,,,,,,,,,"116 S 13th St, Philadelphia, PA 19107",39.949778,-75.162153840065,https://www.alpenrosephl.com,"['Steakhouses', 'Seafood']",,237.0,,,,True,,,,,True,,,,True,,True,,,,True,,,,,True,True,,,,['Avenue of the Arts South'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,5:00 PM - 10:00 PM,,,,True,,,,,,,,True,,,,True,,,,,,False,True,True,True,,True,,,,,,True,,True,,,,,,,True,True,,,,,,,,True,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
