Name,Yelp Alias,RESERVATION_LINK,Address,Latitude,Longitude,Website,Categories,Price,Review_Count,SIPS_PARTICIPANT,RW_PARTICIPANT,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Smoking,Yelp_Rating,Popularity,Parking,Best_Nights,Payment,Minority_Owned,Good_For,Offers,Options,Vibes,Accessibility,Dogs_Allowed,Packaging,Reservation_Type,Seating,Meal_Types,Music,Alcohol_Options,Amenities
Mabu Kitchen,mabu-kitchen-philadelphia,https://www.opentable.com/r/mabu-kitchen-philadelphia?avt=eyJ2IjoyLCJtIjowLCJwIjowLCJzIjowLCJuIjowfQ&corrid=0206ce9f-23d0-43fb-98b6-2bf760053233&p=2&sd=2023-07-27T19%3A00%3A00,"1120 Pine St, Philadelphia, PA 19107",39.94487618,-75.16076278,https://mabukitchenphilly.com,"['Breakfast & Brunch', 'French', 'Comfort Food']",$$,56.0,N,N,Washington Square West,5:00 PM - 9:00 PM,Closed,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 10:00 PM,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,,4.2,38.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Classy, Intimate, Romantic, Hipster, Casual",Gender-neutral restrooms,True,"Provides reusable tableware, Compostable containers available",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Mac Mart,mac-mart-philadelphia-8,,"104 South 18th St, Philadelphia, PA 19103",39.951475,-75.1705654,http://www.MacMartCart.com,['American (Traditional)'],$$,354.0,N,N,"Penn Center, Rittenhouse Square",11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 7:00 PM,,4.0,34.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Limited Vegetarian Options,"Trendy, Classy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",True,,Takes Reservations,Outdoor Seating,,,"Alcohol, Happy Hour","TV, Wi-Fi"
Mac's Tavern,macs-tavern-philadelphia,,"226 Market St, Philadelphia, PA 19106",39.94979477,-75.14473724,http://macstavern.com,"['Pubs', 'American (New)']",$$,500.0,N,N,Old City,Closed,4:30 PM - 12:00 AM,11:30 AM - 12:00 AM,11:30 AM - 12:00 AM,11:30 AM - 12:00 AM,11:30 AM - 12:00 AM,11:30 AM - 12:00 AM,True,3.5,50.0,"Street Parking, Bike Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Casual, Moderate Noise",,,,Takes Reservations,"Outdoor Seating, Drive-Thru",,Juke Box,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Madira Bar & Grill,madira-bar-and-grill-philadelphia,,"1252 S 21st St, Philadelphia, PA 19146",39.935974,-75.17918,https://madirabar.com,"['American (Traditional)', 'Bars', 'Beer, Wine & Spirits']",$,43.0,N,N,Point Breeze,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 12:00 AM,True,4.2,33.0,"Street Parking, Bike Parking","Wednesday, Friday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,"Divey, Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Maggiano's Little Italy,maggianos-little-italy-philadelphia,https://locations.maggianos.com/reservations,"1201 Filbert St, Philadelphia, PA 19107",39.9531249,-75.1598201,https://locations.maggianos.com/pennsylvania/philadelphia/1201-filbert-st./,"['Italian', 'Bars', 'Venues & Event Spaces']",$$,777.0,N,N,Market East,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,True,3.7,7.0,"Street Parking, Bike Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Classy, Casual, Moderate Noise",,,Provides reusable tableware,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Makkah Market,makkah-market-philadelphia-4,,"4249 Walnut St, Philadelphia, PA 19104",39.95517062,-75.20846563,http://www.makkahmarketpa.com,"['Grocery', 'Middle Eastern', 'Halal']",$,76.0,N,N,"Spruce Hill, University City",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,4.2,35.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Catering",,"Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,Outdoor Seating,Dinner,,Alcohol,"TV, Wi-Fi"
Malbec Argentine Steakhouse,malbec-argentine-steakhouse-philadelphia,http://www.malbecsteakhouse.com/www-yelp-com-reservations-malbec-argentine-steakhouse-philadelphia/,"400 South 2nd St, Philadelphia, PA 19147",39.9430129,-75.1455311,http://www.malbecsteakhouse.com,"['Argentine', 'Cocktail Bars', 'Steakhouses']",$$$,240.0,N,N,Society Hill,Closed,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 10:00 PM,1:00 PM - 10:00 PM,1:00 PM - 7:30 PM,True,4.2,70.0,"Street Parking, Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Trendy, Classy, Intimate, Romantic, Casual, Moderate Noise",,,,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Malooga,malooga-philadelphia-2,,"134 Chestnut St, Philadelphia, PA 19106",39.94816,-75.14381,http://www.maloogacatering.com,"['Arabic', 'Middle Eastern', 'Halal']",$$,108.0,N,N,Old City,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 9:00 PM,,4.4,51.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering, Offers Military Discount",Vegan Options,"Trendy, Casual","Open to All, Gender-neutral restrooms",True,"Provides reusable tableware, Compostable containers available, Bring your own container allowed",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Manakeesh Cafe Bakery,manakeesh-cafe-bakery-and-grill-philadelphia-2,,"4420 Walnut St, Phila, PA 19104",39.95502,-75.21097,https://www.manakeeshcafe.com,"['Lebanese', 'Breakfast & Brunch', 'Kebab']",$$,708.0,N,N,"Spruce Hill, University City",7:30 AM - 9:30 PM,7:30 AM - 9:30 PM,7:30 AM - 9:30 PM,7:30 AM - 9:30 PM,7:30 AM - 1:00 PM,7:30 AM - 10:00 PM,8:30 AM - 9:00 PM,,4.0,50.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Classy, Casual, Moderate Noise",Wheelchair Accessible,,"Provides reusable tableware, Compostable containers available, Bring your own container allowed",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru","Lunch, Dessert, Dinner",,"Alcohol, Happy Hour","TV, Wi-Fi"
Marathon 16th & Sansom,marathon-grill-philadelphia-11,https://www.opentable.com/restref/client/?rid=67840&restref=67840&rtype=ism&corrid=07d11c40-818c-4780-b8ed-c431a8cdd8c5,"121 S 16th St, Philadelphia, PA 19102",39.9504294,-75.1672599,http://www.eatmarathon.com,"['American (New)', 'Breakfast & Brunch', 'Sandwiches']",$$,647.0,N,N,"Penn Center, Rittenhouse Square",11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,,3.5,58.0,"Street Parking, Bike Parking, Garage Parking",,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Classy, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,Lunch,,Full Bar,"TV, Wi-Fi"
Marinucci's Deli - Port Richmond,marinuccis-deli-port-richmond-philadelphia,,"3122 Richmond St, Philadelphia, PA 19134",39.98219451,-75.1032601,https://www.marinuccisdelis.com,"['Delis', 'Wraps', 'Sandwiches']",,44.0,N,N,"Port Richmond, Kensington",9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 5:00 PM,9:00 AM - 4:00 PM,,4.5,24.0,Street Parking,,,,Dinner,"Offers Delivery, Offers Takeout",,,,,,,,,,,
Marrakesh,marrakesh-philadelphia,,"517 S Leithgow St, Philadelphia, PA 19147",39.94201431,-75.14953016,http://marrakesheastcoast.com/,['Moroccan'],$$,767.0,N,N,Society Hill,5:30 PM - 9:00 PM,5:30 PM - 9:00 PM,5:30 PM - 9:00 PM,5:30 PM - 9:00 PM,5:30 PM - 9:00 PM,5:30 PM - 9:00 PM,5:30 PM - 9:00 PM,,4.4,52.0,"Street Parking, Bike Parking",,,,Dinner,Offers Takeout,"Vegan Options, Vegetarian Options","Intimate, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Martabak Ok,martabak-ok-philadelphia,,"1801 Washington Ave, Unit D, Philadelphia, PA 19146",39.93902382,-75.17320823,https://www.martabakok.com,"['Indonesian', 'Desserts', 'Asian Fusion']",$$,94.0,N,N,Graduate Hospital,Closed,12:00 PM - 6:00 PM,12:00 PM - 6:00 PM,12:00 PM - 6:00 PM,12:00 PM - 6:00 PM,12:00 PM - 6:00 PM,12:00 PM - 6:00 PM,,4.4,33.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout",,Classy,,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi"
Martha,martha-philadelphia,,"2113 E York St, Philadelphia, PA 19125",39.98222,-75.12809,http://marthakensington.com,"['American (New)', 'Cocktail Bars']",$$,190.0,N,N,,5:00 PM - 10:00 PM,Closed,5:00 PM - 12:00 AM,5:00 PM - 12:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 10:00 PM,True,4.1,51.0,"Street Parking, Bike Parking","Monday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Hipster, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",True,,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Matcha Cafe Maiko,matcha-cafe-maiko-philadelphia-2,,"923 Race St, Philadelphia, PA 19107",39.95548,-75.15514,https://www.matchacafe-maiko.com/eng/,"['Desserts', 'Ice Cream & Frozen Yogurt', 'Coffee & Tea']",$$,123.0,N,N,Chinatown,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,,4.4,47.0,"Street Parking, Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,,Gender-neutral restrooms,,,,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,,Wi-Fi
Matcha Panda Cafe,matcha-panda-cafe-philadelphia-3,,"202 N 9th St, Philadelphia, PA 19107",39.95535,-75.15449,https://www.matchapanda.com,"['Desserts', 'Coffee & Tea', 'Ice Cream & Frozen Yogurt']",$$,142.0,N,N,Chinatown,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:00 PM,,4.5,48.0,Street Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,Moderate Noise,Gender-neutral restrooms,True,,,"Outdoor Seating, Covered Outdoor Seating",,,,Wi-Fi
Mawn,mawn-philadelphia,https://www.exploretock.com/mawnphilly,"764 S 9th St, Philadelphia, PA 19147",39.93995824,-75.15789986,https://mawnphilly.com,['Cambodian'],,47.0,N,N,"Bella Vista, Italian Market",Closed,Closed,4:30 PM - 9:00 PM,4:30 PM - 9:00 PM,4:30 PM - 9:00 PM,4:30 PM - 9:00 PM,Closed,,4.8,38.0,,,,,Dinner,,,Romantic,,,,,,,,,
Max's Steaks,maxs-steaks-philadelphia,,"3653 Germantown Ave, Philadelphia, PA 19140",40.009045,-75.150471,https://www.maxsteaks.com,"['Sandwiches', 'Cheesesteaks', 'Bars']",$$,816.0,N,N,,11:00 AM - 1:00 AM,11:00 AM - 1:00 AM,11:00 AM - 1:00 AM,11:00 AM - 1:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 1:00 AM,,4.1,44.0,"Street Parking, Bike Parking, Private Lot Parking","Monday, Friday, Saturday",,,Dinner,Offers Takeout,"Vegan Options, Vegetarian Options",Moderate Noise,Wheelchair Accessible,,,Takes Reservations,Outdoor Seating,Dinner,Juke Box,Full Bar,"TV, Pool Table, Wi-Fi"
McCormick & Schmick's,mccormick-and-schmicks-seafood-and-steaks-philadelphia,https://www.opentable.com/restaurant/profile/6690/reserve?ref=9169,"1 S Broad St, Philadelphia, PA 19107",39.95116265,-75.16351196,http://www.mccormickandschmicks.com,"['Seafood', 'Steakhouses', 'Southern']",$$,449.0,N,N,"Penn Center, Avenue of the Arts South",11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 9:00 PM,,2.6,56.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Mccrossens Tavern,mccrossens-tavern-philadelphia,https://www.zomatobook.com/widget/makereservation03.aspx?id=L8605536D&source=header&spot_id=9514&destination=reservations&promotion=reservations,"529 N 20th St, Philadelphia, PA 19130",39.96308,-75.17088,http://www.mccrossens.com,"['American (Traditional)', 'Gastropubs']",$$,322.0,N,N,"Art Museum District, Fairmount, Logan Square, Spring Garden",12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,,3.8,48.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Limited Vegetarian Options,"Casual, Moderate Noise",Wheelchair Accessible,True,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Megumi Japanese Ramen & Sushi Bar,megumi-japanese-ramen-and-sushi-bar-philadelphia-2,,"915 Race St, Philadelphia, PA 19107",39.955455,-75.154901,https://www.megumisushi.com,"['Ramen', 'Sushi Bars']",$$,247.0,N,N,Chinatown,11:00 AM - 10:00 PM,Closed,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 10:00 PM,,4.1,49.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Casual, Quiet","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Drive-Thru",Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi"
Mei Mei Philadelphia,mei-mei-philadelphia-philadelphia,https://www.opentable.com/r/mei-mei-philadelphia,"33 S 2nd St, Philadelphia, PA 19106",39.949018,-75.143802,http://meimeiphl.com,"['Taiwanese', 'Asian Fusion', 'Lounges']",$$$,161.0,N,N,Old City,Closed,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,Closed,,3.7,51.0,"Street Parking, Bike Parking, Garage Parking",Tuesday,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Trendy, Classy, Intimate, Romantic, Dressy, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,Outdoor Seating,,Live Music,"Happy Hour, Full Bar",
Melograno BYOB,melograno-philadelphia,https://www.opentable.com/restaurant/profile/170020/reserve?ref=9169,"2012 Sansom St, Philadelphia, PA 19103",39.9512797,-75.1741414,https://melogranophilly.com,['Italian'],$$$,491.0,N,N,"Rittenhouse Square, Penn Center",Closed,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:00 PM - 9:00 PM,,3.7,59.0,"Street Parking, Bike Parking, Validated Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,"Classy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Mercato  BYOB,mercato-byob-philadelphia,https://www.opentable.com/restaurant/profile/108127/reserve?ref=9169,"1216 Spruce St, Philadelphia, PA 19107",39.94647845,-75.16177934,http://www.mercatobyob.com,['Italian'],$$$,757.0,N,N,Washington Square West,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 9:00 PM,,3.9,64.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Pescatarian Options, Vegetarian Options","Classy, Intimate, Casual, Moderate Noise","Open to All, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,,,"Alcohol, Happy Hour","TV, Wi-Fi"
Mi-Pals Deli,mi-pals-deli-philadelphia-2,,"2300 S 16th St, Philadelphia, PA 19145",39.92223358,-75.17370605,http://mipalsdeli.com,"['Delis', 'Sandwiches']",$,54.0,N,N,,8:30 AM - 5:30 PM,8:30 AM - 5:30 PM,8:30 AM - 5:30 PM,8:30 AM - 5:30 PM,8:30 AM - 5:30 PM,8:30 AM - 5:30 PM,Closed,,4.2,42.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,Moderate Noise,,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi"
Middle Child Clubhouse,middle-child-clubhouse-philadelphia,https://resy.com/cities/pha/middle-child-clubhouse,"1232 N Front St, Philadelphia, PA 19122",39.96997804,-75.13599882,https://middlechildphilly.com/clubhouse/visit/,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",$$,143.0,N,N,,Closed,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 12:00 AM,8:00 AM - 12:00 AM,8:00 AM - 10:00 PM,,4.4,54.0,Street Parking,,,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Trendy, Hipster, Casual",Gender-neutral restrooms,,Provides reusable tableware,Takes Reservations,"Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",,,Full Bar,"TV, Pool Table, Wi-Fi"
Middle Child,middle-child-philadelphia,,"248 S 11th St, Philadelphia, PA 19107",39.94717,-75.15947,https://middlechildphilly.com,"['Breakfast & Brunch', 'Sandwiches', 'Coffee & Tea']",$$,556.0,N,N,Washington Square West,Closed,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,,4.6,38.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Classy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,"Heated Outdoor Seating, Covered Outdoor Seating","Lunch, Brunch",,"Alcohol, Happy Hour","TV, Wi-Fi"
Midnight Iris,midnight-iris-philadelphia,,"1708 Lombard St, Philadelphia, PA 19146",39.945245,-75.170511,https://www.midnightiris.com,"['Bars', 'American (New)']",$$,67.0,N,N,Rittenhouse Square,Closed,Closed,Closed,5:00 PM - 12:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 10:00 PM,,4.4,33.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Intimate, Romantic, Casual",,,,Takes Reservations,"Outdoor Seating, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Mifflin Tavern,mifflin-tavern-philadelphia,,"1843 S 2nd St, Philadelphia, PA 19148",39.92437,-75.14982,http://www.mifflintavern.net,"['American (New)', 'Gastropubs', 'Breakfast & Brunch']",$$,57.0,N,N,Pennsport,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 2:00 AM,2:00 PM - 2:00 AM,12:00 PM - 12:00 AM,,4.4,37.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Casual, Moderate Noise",Gender-neutral restrooms,True,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Wi-Fi"
Mike's BBQ,mikes-bbq-philadelphia-2,,"1703 S 11th St, Philadelphia, PA 19148",39.92840952,-75.16321063,https://www.mikesbbqphilly.com,"['Barbeque', 'Sandwiches']",$$,269.0,N,N,East Passyunk Crossing,Closed,Closed,Closed,12:00 PM - 5:15 PM,12:00 PM - 5:15 PM,12:00 PM - 5:15 PM,12:00 PM - 5:15 PM,,4.6,46.0,"Street Parking, Bike Parking",,Credit Cards,"Women-owned, Asian-owned, LGBTQ-owned",Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Casual, Moderate Noise","Open to All, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Milkcrate Cafe,milkcrate-cafe-philadelphia-3,,"400 E Girard Ave, Philadelphia, PA 19125",39.97,-75.13022,http://milkcratecafe.com,"['Coffee & Tea', 'Breakfast & Brunch', 'Vinyl Records']",$,255.0,N,N,Fishtown,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,4.3,52.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Hipster, Casual, Moderate Noise","Open to All, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Drive-Thru",Brunch,,"Happy Hour, Beer and Wine Only","TV, Wi-Fi"
Misconduct Tavern,misconduct-tavern-philadelphia-3,,"1801 John F Kennedy Blvd, Philadelphia, PA 19103",39.954295,-75.169931,http://misconducttavern.com,"['American (New)', 'Bars']",$$,156.0,N,N,"Penn Center, Logan Square",12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 10:00 PM,True,2.8,56.0,"Bike Parking, Garage Parking","Monday, Thursday, Friday",Credit Cards,,Dinner,"Offers Takeout, Offers Catering",,"Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Mission Taqueria,mission-taqueria-philadelphia,https://resy.com/cities/pha/mission-taqueria?date=2020-11-27&seats=2,"1516 Sansom St, Fl 2, Philadelphia, PA 19102",39.95022171,-75.166553,http://www.missiontaqueria.com,['Mexican'],$$,725.0,N,N,"Penn Center, Rittenhouse Square",11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,12:00 PM - 8:00 PM,,4.1,54.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Trendy, Hipster, Casual, Loud",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi"
Mixto Restaurant,mixto-restaurant-philadelphia-2,https://www.opentable.com/mixto-philadelphia,"1141 Pine St, Philadelphia, PA 19107",39.945195,-75.16106537,https://www.mixtorestaurante.com,"['Latin American', 'Caribbean', 'Cuban']",$$,1361.0,N,N,Washington Square West,10:00 AM - 9:30 PM,10:00 AM - 9:30 PM,10:00 AM - 9:30 PM,10:00 AM - 9:30 PM,10:00 AM - 9:45 PM,10:00 AM - 9:45 PM,10:00 AM - 9:00 PM,,3.8,41.0,"Street Parking, Bike Parking",,Credit Cards,"Women-owned, Latinx-owned",Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
