Name,Yelp Alias,SIPS_URL,SIPS_COCKTAILS,SIPS_WINE,SIPS_BEER,SIPS_HALFPRICEDAPPS,RW_URL,RW_DETAILS,RW_DEALS,RW_MENU,RESERVATION_LINK,Address,Latitude,Longitude,Website,Categories,Price,Review_Count,RW_PHOTO,SIPS_PARTICIPANT,RW_PARTICIPANT,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Smoking,Yelp_Rating,RW_Score,Popularity,Parking,Best_Nights,Payment,Minority_Owned,Good_For,Offers,Options,Vibes,Accessibility,Dogs_Allowed,Packaging,Reservation_Type,Seating,Meal_Types,Music,Alcohol_Options,Amenities,Yelp Rating,Review Count,Phone
&pizza - Rittenhouse,and-pizza-rittenhouse-philadelphia-2,,,,,,,,,,,"213 S 15th St, Philadelphia, PA 19102",39.94904,-75.16586,https://andpizza.com/locations/rittenhouse/,"['Pizza', 'Vegan', 'Vegetarian']",$$,411.0,,N,N,"['Avenue of the Arts South', 'Rittenhouse Square']",11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 3:00 AM,11:00 AM - 3:00 AM,11:00 AM - 11:00 PM,,4.3,49.0,33.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Classy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,,Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
"Angelino's Restaurant, Fairmount- Philadelphia",angelinos-restaurant-fairmount-philadelphia-philadelphia-6,,,,,,,,,,,"849 N 25th St, Philadelphia, PA 19130",39.9712971,-75.1776345,https://angelinosfairmount.com,"['Pizza', 'Italian']",$$,227.0,,N,N,"['Fairmount', 'Brewerytown']",Closed,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,,3.9,41.0,50.0,"Street Parking, Bike Parking",,Credit Cards,"Women-owned, Latinx-owned",Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,"Provides reusable tableware, Bring your own container allowed",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Angelo's Pizzeria,angelos-pizzeria-philadelphia,,,,,,,,,,,"736 S 9th St, Philadelphia, PA 19147",39.94065,-75.15772,https://angelospizzeriasouthphiladelphia.com,"['Pizza', 'Sandwiches', 'Cheesesteaks']",$$,672.0,,N,N,"['Bella Vista', 'Italian Market']",Closed,Closed,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,,4.5,54.0,46.0,Street Parking,,,,Dinner,"Offers Delivery, Offers Takeout",Limited Vegetarian Options,"Casual, Loud",,,,Takes Reservations,,Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Anna Restaurant,anna-restaurant-philadelphia,,,,,,,,,,,"304 S 52nd St, Philadelphia, PA 19143",39.95437996,-75.22633977,https://annasrestaurantphiladelphia.com,"['African', 'American (Traditional)']",,16.0,,N,N,,Closed,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,,4.6,54.0,14.0,,,,,Dinner,"Offers Delivery, Offers Takeout",,,,,,,,,,,TV,,,
Apricot Stone,apricot-stone-philadelphia-4,,,,,,,,,,https://resy.com/cities/philadelphia-pa/venues/apricot-stone,"1040 N American St, Ste 601, Philadelphia, PA 19123",39.96733159,-75.14044419,http://www.apricotstonephilly.com,"['Mediterranean', 'Middle Eastern', 'Armenian']",$$,353.0,,N,N,['Northern Liberties'],5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,Closed,,4.5,53.0,52.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay",Women-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Drive-Thru",Dessert,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Arctic Scoop,arctic-scoop-philadelphia,,,,,,,,,,,"1812 E Passyunk Ave, Philadelphia, PA 19148",39.927457,-75.166521,,['Ice Cream & Frozen Yogurt'],$$,201.0,,N,N,['East Passyunk Crossing'],12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 10:00 PM,,4.7,56.0,42.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout",,,Gender-neutral restrooms,True,,,Drive-Thru,,,,Wi-Fi,,,
ArtBar at Sonesta Hotel,artbar-philadelphia,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#artbar-at-sonesta-hot,"Hornitos Paloma - Refreshing beverage with ""Hornitos Tequila"" combined with fresh ruby red grapefruit juice, simple syrup, club soda, garnished with a grapefruit wedge and rosemary sprig.

Hornitos Margarita - Classic margarita with ""Hornitos Tequila"", triple sec and lime juice, your choice of (sugar or salt), garnished with a lime.","Collier Creek (Cabernet Sauvignon)
Joel Gott (Sauvignon Blanc)","All Drafts (Michelob Ultra, Modelo Especial, Yards IPA, Samuel Adams Seasonal)","Small Plates - Classic Caesar Salad, Strawberry Cobb Salad, Mango Habanero Spiced Pretzels, Hummus Trio, Java-Spiced Loaded Tater Tots, Pimento Cheese Deviled Eggs, Grilled Chicken Wings, Angus Sliders, Shrimp PO'BOY, Charcuterie Board

Sweets- Sweet Bites for Two - Les Chouchous/Mango & Passion Fruit, Nutty Caramel Vanilla, Pistachio & Chocolate, Chocolate, Raspberry, Black Current & Vanilla
Stay here after SIPS and get 15% off dinner!",,,,,mailto:reservations@sonesta.com,"1800 Market St, Philadelphia, PA 19103",39.9530129,-75.1701856,https://www.sonesta.com/sonesta-hotels-resorts/pa/philadelphia/sonesta-philadelphia-rittenhouse-square#hoteldetails_dining,"['Hotels', 'Coffee & Tea', 'Lounges']",$$,38.0,https://centercityphila.org/uploads/attachments/cl3udmic40p8jvsqd2mkq01l5-artbar.205.0.782.782.full.jpg,Y,N,"['Penn Center', 'Rittenhouse Square']",6:30 AM - 2:00 AM,6:30 AM - 2:00 AM,6:30 AM - 2:00 AM,6:30 AM - 2:00 AM,6:30 AM - 2:00 AM,6:30 AM - 2:00 AM,6:30 AM - 2:00 AM,True,2.8,19.0,56.0,"Bike Parking, Valet Parking",Saturday,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,"Casual, Quiet",Wheelchair Accessible,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
Artisan Boulanger Patissier,artisan-boulanger-patissier-philadelphia-2,,,,,,,,,,,"1218 Mifflin St, Philadelphia, PA 19148",39.9264181,-75.1664513,,"['Bakeries', 'French', 'Coffee & Tea']",$,216.0,,N,N,['East Passyunk Crossing'],Closed,Closed,Closed,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,,4.5,35.0,42.0,"Street Parking, Bike Parking",,,,Dinner,Offers Catering,,"Casual, Quiet",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,Brunch,,Alcohol,"TV, Wi-Fi",,,
Assembly Rooftop Lounge,assembly-rooftop-lounge-philadelphia,,,,,,,,,,https://www.assemblyrooftop.com/reservations,"1840 Benjamin Franklin Pkwy, Philadelphia, PA 19103",39.9568477,-75.1697412,https://www.assemblyrooftop.com,['Lounges'],$$$,244.0,,N,N,"['Logan Square', 'Penn Center', 'Art Museum District']",4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 12:00 AM,True,3.5,50.0,41.0,"Street Parking, Bike Parking, Valet Parking","Tuesday, Wednesday, Sunday",Credit Cards,,Dinner,,,"Trendy, Classy, Upscale, Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
Atiya Ola's Spirit First Foods,atiya-olas-spirit-first-foods-philadelphia,,,,,,,,,,,"310 S 48th St, Philadelphia, PA 19143",39.95313,-75.21878,https://www.spiritfirstfoods.com,"['Live/Raw Food', 'Burgers', 'Wraps']",$$,102.0,,N,N,['Garden Court'],9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,,4.2,46.0,34.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,Lunch,,Alcohol,"TV, Wi-Fi",,,
Attico Rooftop,attico-rooftop-lounge-philadelphia,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#attico-rooftop,"Blood Orange Margarita - Hornitos resposado tequila, blood orange, lime, orange liqueur
Strange Love - Fortified white wine, hibiscus-rose, white peach
Some Girls - Vodka, watermelon-basil, ginger, lime, soda","Pinot Grigio - Cielo, Italy
Pinot Noir - Cielo, Italy
Sparkling
Brut - Fete D'or, France
Brut Rose - Fete D'or, France","New Trail Lager - Light lager, PA, 4.8%
Warsteiner Pils - German pils, Westphalia, Germany, 4.8%","SHRIMP COCKTAIL        $3 EACH
calabrian chili & lemon (gf)
OYSTERS        $2 EACH
daily selection (gf)
CHEESE BOARD          $12
selection of 3 cheeses, preserves, 
mustards, & grilled bread (vg)
CRISPY FRIED CHICKEN SANDWICH   $8
martin’s bun, pickles, shaved lettuce, 
fancy sauce
SPICY FRIED CHICKEN BITES        $8
house hot sauce, crispy garlic, truffle ranch
ATTICO BURGER        $8
black angus beef, fontina cheese, 
shallot jam, aioli
ATTICO BURGER DELUXE        $12
double black angus beef patty, thick cut bacon, fontina cheese, shallot jam, black truffle aioli
MAINE LOBSTER TAIL        $12
SALAD SANDWICH
grilled and chilled lobster tail, lemon-saffron dressing on a buttered toasted martin’s bun
FRIES        $5
house herb seasoning",https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#attico-rooftop,"Participating in lunch, dinner and takeout. Offering indoor and outdoor dining. Closed Mondays and Tuesdays. Parties of 10 require a minimum. ",$45 DINNER,https://centercityphila.org/uploads/attachments/clr5evast1sn6afqdzntvp7d7-attico.pdf,https://www.atticorooftop.com/reservations,"219 S Broad Street, Philadelphia, PA 19107",39.94879405,-75.16456372,http://www.atticorooftop.com,,,,https://centercityphila.org/uploads/attachments/ciyahjvr50iafu5qdu5tzls7x-restaurant-week-sips-filler-image.0.0.720.720.full.jpg,Y,Y,"['Avenue of the Arts South', 'Washington Square West']",Closed,Closed,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 2:00 AM (Next day),10:30 AM - 2:00 AM (Next day),10:30 AM - 11:00 PM,True,3.3,,,"Street Parking, Bike Parking, Valet Parking, Garage Parking","Tuesday, Thursday, Friday",Credit Cards,Women-owned,Kids,"Offers Delivery, Offers Takeout",Vegan Options,"Trendy, Classy, Intimate, Romantic, Upscale, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,Full Bar,"TV, Pool Table, Wi-Fi",,,
Añejo Philadelphia,añejo-philadelphia-philadelphia,,,,,,,,,,https://www.anejophilly.com/copy-of-reservations,"1001 N 2nd St, Philadelphia, PA 19123",39.966564,-75.139991,http://www.anejophilly.com,['Mexican'],$$,223.0,,N,N,['Northern Liberties'],12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 9:00 PM,,4.1,44.0,52.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Trendy, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Baan Thai Thai Cuisine,baan-thai-thai-cuisine-philadelphia-3,,,,,,,,,,,"1030 N American St, Philadelphia, PA 19123",39.9671988,-75.140984,https://baanthaiphiladelphia.com,"['Thai', 'Desserts', 'Salad']",$$,264.0,,N,N,['Northern Liberties'],11:30 AM - 2:30 PM,Closed,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,12:00 PM - 11:00 PM,3:00 PM - 10:00 PM,,4.1,45.0,45.0,"Street Parking, Bike Parking",,Credit Cards,"Women-owned, Asian-owned",Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Casual, Quiet",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",Dinner,,Alcohol,"TV, Wi-Fi",,,
Bad Brother,bad-brother-philadelphia-2,,,,,,,,,,https://resy.com/cities/pha/bad-brother?date=2020-11-12&seats=2,"726 N 24th St, Philadelphia, PA 19130",39.968629,-75.176888,https://www.badbrotherphilly.com,"['American (New)', 'Beer Bar', 'Burgers']",,126.0,,N,N,"['Fairmount', 'Art Museum District']",Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 12:00 AM,5:00 PM - 12:00 AM,5:00 PM - 12:00 AM,Closed,,4.8,58.0,52.0,Street Parking,,,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Classy, Casual, Loud",,,Provides reusable tableware,,Outdoor Seating,,,Happy Hour,TV,,,
Bai Wei,bai-wei-philadelphia,,,,,,,,,,http://www.yelp.com/reservations/bai-wei-philadelphia,"1038 Race St, Philadelphia, PA 19107",39.95542818,-75.15655566,https://bai-wei-sakura-mandarin.business.site,"['Szechuan', 'Dim Sum']",$$,295.0,,N,N,['Chinatown'],11:00 AM - 9:45 PM,11:00 AM - 9:45 PM,11:00 AM - 9:45 PM,11:00 AM - 9:45 PM,11:00 AM - 10:15 PM,11:00 AM - 10:15 PM,11:00 AM - 9:45 PM,,4.0,43.0,48.0,"Street Parking, Bike Parking, Garage Parking",,,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering, Offers Military Discount","Vegan Options, Vegetarian Options","Trendy, Casual, Moderate Noise","Open to All, Wheelchair Accessible",,Provides reusable tableware,Takes Reservations,Outdoor Seating,"Lunch, Dinner",,"Alcohol, Happy Hour","TV, Wi-Fi",,,
The Balcony Bar at the Kimmel Center,balcony-bar-the-kimmel-center-philadelphia,,,,,,,,,,,"300 S Broad St, Philadelphia, PA 19102",39.9467456,-75.16573933,,['Pop-Up Restaurants'],,10.0,https://centercityphila.org/uploads/attachments/cj21y2rea07fjr5qdpe0htnhz-balcony-157-1125.615.594.739.739.full.jpg,N,N,"['Avenue of the Arts South', 'Rittenhouse Square']",,,5:00 PM - 9:00 PM,,,,,,3.4,30.0,56.0,,,,,Dinner,Offers Takeout,,Classy,,,,,Outdoor Seating,,,Happy Hour,,,,
Banana Leaf,banana-leaf-philadelphia,,,,,,,,,,,"1009 Arch St, Philadelphia, PA 19107",39.95377846,-75.15704532,http://bananaleafphilly.com/,"['Malaysian', 'Chinese', 'Indian']",$$,762.0,,N,N,['Chinatown'],11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,,3.6,37.0,48.0,"Street Parking, Bike Parking",,Credit Cards,Asian-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Pescatarian Options, Vegetarian Options","Casual, Moderate Noise","Open to All, Wheelchair Accessible",,Provides reusable tableware,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Bahn Mi and Bottles,banh-mi-and-bottles-philadelphia,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#bahn-mi-and-bottles,Participating in dinner only. Offering indoor dining.,$60 DINNER,https://centercityphila.org/uploads/attachments/clm0u8wzibpvqhnqds517lu33-banhmi2.pdf,https://resy.com/cities/pha/banh-mi-and-bottles,"712-14 South St, Philadelphia, PA 19147",39.9420217,-75.1523396,https://www.banhmiandbottles.com,"['Vietnamese', 'Beer, Wine & Spirits', 'Cocktail Bars']",$$,294.0,https://centercityphila.org/uploads/attachments/cll2okayaa5wkomqdpwvnr7wz-banh-mi.500.0.2833.2833.full.jpg,N,Y,"['South Street District', 'Society Hill', 'Washington Square West']",5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 10:00 PM,True,4.2,47.0,70.0,"Street Parking, Bike Parking, Garage Parking",Saturday,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Classy, Hipster, Casual, Moderate Noise",Gender-neutral restrooms,,Provides reusable tableware,"Walk-ins Welcome, Takes Reservations",Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
Bank and Bourbon,bank-and-bourbon-philadelphia,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#bank-and-bourbon,"Philly Sunrise - hornitos blanco, grenadine, orange juice","Archetype Chardonnay
Pinot Noir",Miller Lite,Cheese & Charcuterie,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#bank-and-bourbon,Participating in lunch and dinner. Offering indoor dining.,$45 DINNER | $20 LUNCH,https://centercityphila.org/uploads/attachments/cllgspi5hasp4m8qd12vpri4h-bank-bourbondinner.pdf,https://resy.com/cities/pha/bank-and-bourbon-at-loews-philadelphia-hotel?date=2022-05-05&seats=2,"1200 Market St, Philadelphia, PA 19107",39.9515897,-75.160309,http://bankandbourbon.com,"['American (New)', 'Gastropubs']",$$$,432.0,https://centercityphila.org/uploads/attachments/cji3g9qb9006sebqd43ekn7rf-bank-bourbon.126.0.460.460.full.jpg,Y,Y,,7:00 AM - 11:30 AM,7:00 AM - 11:30 AM,7:00 AM - 11:30 AM,7:00 AM - 11:30 AM,7:00 AM - 11:30 AM,7:00 AM - 1:00 PM,7:00 AM - 1:00 PM,,3.7,55.0,59.0,"Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Limited Vegetarian Options","Classy, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Bao Nine,bao-nine-philadelphia,,,,,,,,,,,"38 S 19th St, Philadelphia, PA 19103",39.952328,-75.171992,https://www.baoninephilly.com,"['Taiwanese', 'Asian Fusion']",$$,240.0,,N,N,"['Penn Center', 'Rittenhouse Square']",11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 8:00 PM,,4.5,52.0,43.0,"Bike Parking, Garage Parking",,"Credit Cards, Android Pay, Apple Pay",Women-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Limited Vegetarian Options","Trendy, Casual, Moderate Noise",,,Plastic-free packaging,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi",,,
Bar Bombon,bar-bombon-philadelphia-4,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#bar-bombon,Sol Morodo- Spin on a tequila sunrise with house infused purple Hornitos tequila,Rose,Tecate,Sweet Plantains,,,,,https://www.opentable.com/r/bar-bombon-reservations-philadelphia?restref=170422&lang=en-US&ot_source=Restaurant%20website,"133 S 18th St, Philadelphia, PA 19103",39.950618,-75.1704475,http://barbombon.com,"['Vegetarian', 'Latin American']",$$,830.0,https://centercityphila.org/uploads/attachments/cj22c1xd20dnnqzqd5abq5s91-bombon.0.138.560.560.full.jpg,Y,N,"['Rittenhouse Square', 'Penn Center']",4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 9:00 PM,,4.1,47.0,54.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",Latinx-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Pescatarian Options, Vegetarian Options","Trendy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",True,"Plastic-free packaging, Provides reusable tableware, Compostable containers available, Bring your own container allowed",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Bar Hygge,bar-hygge-philadelphia,,,,,,,,,,,"1720 Fairmount Ave, Philadelphia, PA 19130",39.96712549,-75.16612409,http://www.barhygge.com,"['Comfort Food', 'Breakfast & Brunch', 'Brewpubs']",$$,476.0,,N,N,"['Francisville', 'Fairmount']",Closed,4:00 PM - 11:30 PM,4:00 PM - 11:30 PM,4:00 PM - 11:30 PM,4:00 PM - 12:30 AM,10:00 AM - 12:30 AM,10:00 AM - 12:00 AM,,4.4,51.0,54.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Classy, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,"Walk-ins Welcome, Takes Reservations",Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
Bar-Ly Chinatown,bar-ly-chinatown-philadelphia-3,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#bar-ly-chinatown,"Hornitos Margarita
Lychee Lagon",Chardonnay & Cabernet,"Dog Fish 60 minute
Coors Light
Kona Big Wave",Cheese pizza & Cheesesteak Spring Rolls,,,,,,"101 N. 11th St, Philadelphia, PA 19107",39.9541459,-75.1576212,http://www.Bar-Ly.com,"['Sports Bars', 'Tapas Bars', 'Gastropubs']",$$,453.0,https://centercityphila.org/uploads/attachments/cj2gg61vu033yezqd8hdejxrk-header3.219.0.1365.1365.full.jpg,Y,N,['Market East'],3:00 PM - 1:00 AM,3:00 PM - 1:00 AM,3:00 PM - 1:00 AM,3:00 PM - 1:00 AM,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,12:30 PM - 1:00 AM,,3.8,39.0,61.0,"Street Parking, Bike Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Casual, Loud",,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi",,,
BAR1010,bar1010-philadelphia,,,,,,,,,,https://resy.com/cities/pha/bar1010,"701 N 2nd St, Philadelphia, PA 19123",39.961949,-75.140854,http://bar1010.com,"['Cocktail Bars', 'Pizza', 'Italian']",,24.0,,N,N,['Northern Liberties'],11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 1:00 AM,11:00 AM - 1:00 AM,11:00 AM - 1:00 AM,11:00 AM - 10:00 PM,True,4.3,48.0,45.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",Asian-owned,Dinner,"Offers Delivery, Offers Takeout",,"Classy, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,"Compostable containers available, Bring your own container allowed",Takes Reservations,"Outdoor Seating, Drive-Thru",,,"Happy Hour, Full Bar","Pool Table, Wi-Fi",,,
Barbuzzo,barbuzzo-philadelphia,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#barbuzzo,"Midtown Punch - Hornitos blanco, pomegranate, aperol, summer citrus","Pinot Grigio
Pinot Noir",Rotating local selection,"Mediterranean Olives
Whipped Ricotta
Roasted Beet Salad
Spring Pea Arancini",https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#barbuzzo,,$45 DINNER,https://centercityphila.org/uploads/attachments/clle1p8a8anenomqd0zww53ap-barbuzzo.pdf,https://www.opentable.com/restaurant/profile/47290/reserve?ref=9169,"110 S 13th St, Philadelphia, PA 19107",39.9500257,-75.1620492,http://www.barbuzzo.com,"['Mediterranean', 'Pizza', 'Italian']",$$,3193.0,https://centercityphila.org/uploads/attachments/ciu4h3b220013qgqdvncgy6z5-barbuzzo.178.0.1084.1084.full.jpg,Y,Y,['Avenue of the Arts South'],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,11:00 AM - 3:00 PM,11:00 AM - 3:00 PM,,4.3,58.0,100.0,"Street Parking, Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Limited Vegetarian Options","Trendy, Casual, Loud",Gender-neutral restrooms,,"Plastic-free packaging, Provides reusable tableware",Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi",,,
